question_id,p5,p10,y5,y10,t_low,t_high,expanded,final_action,answered,safe_answer,retrieved_k,retrieved_chunk_count,risk_constraint
TRAIN_Q014,0.53280688468225013,,1,1,0.56000000000000005,0.71999999999999997,False,ABSTAIN,False,,5,5,0.20000000000000001
TRAIN_Q027,0.38677784925073577,,1,1,0.56000000000000005,0.71999999999999997,False,ABSTAIN,False,,5,5,0.20000000000000001
TRAIN_Q029,0.21523969549834004,,0,0,0.56000000000000005,0.71999999999999997,False,ABSTAIN,False,,5,5,0.20000000000000001
TRAIN_Q047,0.71445443498895533,0.73611731122880231,1,1,0.56000000000000005,0.71999999999999997,True,ANSWER_AT_K10,True,True,10,10,0.20000000000000001
TRAIN_Q049,0.17816321949913358,,0,0,0.56000000000000005,0.71999999999999997,False,ABSTAIN,False,,5,5,0.20000000000000001
TRAIN_Q056,0.62337352689209813,0.7853879219959824,1,1,0.56000000000000005,0.71999999999999997,True,ANSWER_AT_K10,True,True,10,10,0.20000000000000001
TRAIN_Q058,0.35871186647477082,,0,0,0.56000000000000005,0.71999999999999997,False,ABSTAIN,False,,5,5,0.20000000000000001
TRAIN_Q063,0.23840386978333025,,0,0,0.56000000000000005,0.71999999999999997,False,ABSTAIN,False,,5,5,0.20000000000000001
TRAIN_Q065,0.36351431153900621,,1,1,0.56000000000000005,0.71999999999999997,False,ABSTAIN,False,,5,5,0.20000000000000001
TRAIN_Q067,0.16626974860464519,,0,0,0.56000000000000005,0.71999999999999997,False,ABSTAIN,False,,5,5,0.20000000000000001
TRAIN_Q082,0.48875306865308149,,0,0,0.56000000000000005,0.71999999999999997,False,ABSTAIN,False,,5,5,0.20000000000000001
TRAIN_Q083,0.35392483376305006,,0,0,0.56000000000000005,0.71999999999999997,False,ABSTAIN,False,,5,5,0.20000000000000001
TRAIN_Q087,0.392400599367277,,1,1,0.56000000000000005,0.71999999999999997,False,ABSTAIN,False,,5,5,0.20000000000000001
TRAIN_Q097,0.20125667253338364,,0,0,0.56000000000000005,0.71999999999999997,False,ABSTAIN,False,,5,5,0.20000000000000001
TRAIN_Q107,0.52897414198863046,,1,1,0.56000000000000005,0.71999999999999997,False,ABSTAIN,False,,5,5,0.20000000000000001
TRAIN_Q108,0.70012743082339945,0.79766470448995719,1,1,0.56000000000000005,0.71999999999999997,True,ANSWER_AT_K10,True,True,10,10,0.20000000000000001
TRAIN_Q120,0.55948316759445815,,0,1,0.56000000000000005,0.71999999999999997,False,ABSTAIN,False,,5,5,0.20000000000000001
TRAIN_Q124,0.27129445106936939,,0,0,0.56000000000000005,0.71999999999999997,False,ABSTAIN,False,,5,5,0.20000000000000001
TRAIN_Q126,0.77355455596825784,,1,1,0.56000000000000005,0.71999999999999997,False,ANSWER_AT_K5,True,True,5,5,0.20000000000000001
TRAIN_Q134,0.33393205960903233,,1,1,0.56000000000000005,0.71999999999999997,False,ABSTAIN,False,,5,5,0.20000000000000001
TRAIN_Q162,0.18564124899286966,,0,0,0.56000000000000005,0.71999999999999997,False,ABSTAIN,False,,5,5,0.20000000000000001
TRAIN_Q184,0.25208176901583279,,0,0,0.56000000000000005,0.71999999999999997,False,ABSTAIN,False,,5,5,0.20000000000000001
TRAIN_Q187,0.55081612863644536,,0,0,0.56000000000000005,0.71999999999999997,False,ABSTAIN,False,,5,5,0.20000000000000001
TRAIN_Q189,0.79142379822503828,,1,1,0.56000000000000005,0.71999999999999997,False,ANSWER_AT_K5,True,True,5,5,0.20000000000000001
TRAIN_Q199,0.30303870221820628,,0,0,0.56000000000000005,0.71999999999999997,False,ABSTAIN,False,,5,5,0.20000000000000001
TRAIN_Q203,0.33706221488808102,,0,1,0.56000000000000005,0.71999999999999997,False,ABSTAIN,False,,5,5,0.20000000000000001
TRAIN_Q207,0.44662056412280421,,0,0,0.56000000000000005,0.71999999999999997,False,ABSTAIN,False,,5,5,0.20000000000000001
TRAIN_Q224,0.77834513215764423,,0,0,0.56000000000000005,0.71999999999999997,False,ANSWER_AT_K5,True,False,5,5,0.20000000000000001
TRAIN_Q234,0.46968849979239075,,0,0,0.56000000000000005,0.71999999999999997,False,ABSTAIN,False,,5,5,0.20000000000000001
TRAIN_Q237,0.33584547834482731,,1,0,0.56000000000000005,0.71999999999999997,False,ABSTAIN,False,,5,5,0.20000000000000001
TRAIN_Q258,0.31633384565998596,,1,1,0.56000000000000005,0.71999999999999997,False,ABSTAIN,False,,5,5,0.20000000000000001
TRAIN_Q272,0.56586410594680225,0.63254530660458785,0,0,0.56000000000000005,0.71999999999999997,True,ABSTAIN,False,,10,10,0.20000000000000001
TRAIN_Q299,0.38433691603038272,,1,1,0.56000000000000005,0.71999999999999997,False,ABSTAIN,False,,5,5,0.20000000000000001
TRAIN_Q324,0.32131503264710831,,0,0,0.56000000000000005,0.71999999999999997,False,ABSTAIN,False,,5,5,0.20000000000000001
TRAIN_Q338,0.40513677713870927,,1,1,0.56000000000000005,0.71999999999999997,False,ABSTAIN,False,,5,5,0.20000000000000001
TRAIN_Q347,0.60999554640391485,0.65282392801376776,0,0,0.56000000000000005,0.71999999999999997,True,ABSTAIN,False,,10,10,0.20000000000000001
TRAIN_Q351,0.65959321926185033,0.7032721407708975,0,0,0.56000000000000005,0.71999999999999997,True,ABSTAIN,False,,10,10,0.20000000000000001
TRAIN_Q358,0.30769786661414622,,1,1,0.56000000000000005,0.71999999999999997,False,ABSTAIN,False,,5,5,0.20000000000000001
TRAIN_Q361,0.76353078635402549,,0,0,0.56000000000000005,0.71999999999999997,False,ANSWER_AT_K5,True,False,5,5,0.20000000000000001
TRAIN_Q388,0.38541853035728507,,1,1,0.56000000000000005,0.71999999999999997,False,ABSTAIN,False,,5,5,0.20000000000000001
TRAIN_Q390,0.76870394528872454,,1,1,0.56000000000000005,0.71999999999999997,False,ANSWER_AT_K5,True,True,5,5,0.20000000000000001
TRAIN_Q398,0.30769786661414622,,1,1,0.56000000000000005,0.71999999999999997,False,ABSTAIN,False,,5,5,0.20000000000000001
TRAIN_Q411,0.49188748022302492,,0,0,0.56000000000000005,0.71999999999999997,False,ABSTAIN,False,,5,5,0.20000000000000001
TRAIN_Q413,0.37063794589479776,,1,1,0.56000000000000005,0.71999999999999997,False,ABSTAIN,False,,5,5,0.20000000000000001
TRAIN_Q414,0.46235324982968268,,0,0,0.56000000000000005,0.71999999999999997,False,ABSTAIN,False,,5,5,0.20000000000000001
TRAIN_Q425,0.54527699637770077,,1,1,0.56000000000000005,0.71999999999999997,False,ABSTAIN,False,,5,5,0.20000000000000001
TRAIN_Q427,0.67796176854976375,0.74769397400600335,1,1,0.56000000000000005,0.71999999999999997,True,ANSWER_AT_K10,True,True,10,10,0.20000000000000001
TRAIN_Q450,0.24905651614951219,,0,0,0.56000000000000005,0.71999999999999997,False,ABSTAIN,False,,5,5,0.20000000000000001
TRAIN_Q461,0.68931651242193281,0.70330236478171637,1,1,0.56000000000000005,0.71999999999999997,True,ABSTAIN,False,,10,10,0.20000000000000001
TRAIN_Q478,0.3779248769909529,,0,0,0.56000000000000005,0.71999999999999997,False,ABSTAIN,False,,5,5,0.20000000000000001
TRAIN_Q488,0.37191425133826961,,1,1,0.56000000000000005,0.71999999999999997,False,ABSTAIN,False,,5,5,0.20000000000000001
TRAIN_Q490,0.22165622416854214,,0,0,0.56000000000000005,0.71999999999999997,False,ABSTAIN,False,,5,5,0.20000000000000001
TRAIN_Q492,0.5414920328339714,,1,1,0.56000000000000005,0.71999999999999997,False,ABSTAIN,False,,5,5,0.20000000000000001
TRAIN_Q499,0.57761922446289082,0.74904508338988685,1,1,0.56000000000000005,0.71999999999999997,True,ANSWER_AT_K10,True,True,10,10,0.20000000000000001
TRAIN_Q507,0.35733743006300678,,1,1,0.56000000000000005,0.71999999999999997,False,ABSTAIN,False,,5,5,0.20000000000000001
TRAIN_Q533,0.66158451074909763,0.65908798470581098,0,0,0.56000000000000005,0.71999999999999997,True,ABSTAIN,False,,10,10,0.20000000000000001
TRAIN_Q549,0.79098610118040935,,0,0,0.56000000000000005,0.71999999999999997,False,ANSWER_AT_K5,True,False,5,5,0.20000000000000001
TRAIN_Q556,0.45085331346589103,,1,1,0.56000000000000005,0.71999999999999997,False,ABSTAIN,False,,5,5,0.20000000000000001
TRAIN_Q576,0.22468454552132699,,1,1,0.56000000000000005,0.71999999999999997,False,ABSTAIN,False,,5,5,0.20000000000000001
TRAIN_Q583,0.3710750820104764,,1,1,0.56000000000000005,0.71999999999999997,False,ABSTAIN,False,,5,5,0.20000000000000001
TRAIN_Q584,0.2026469839535458,,0,0,0.56000000000000005,0.71999999999999997,False,ABSTAIN,False,,5,5,0.20000000000000001
TRAIN_Q588,0.42451902154668547,,0,0,0.56000000000000005,0.71999999999999997,False,ABSTAIN,False,,5,5,0.20000000000000001
TRAIN_Q592,0.29869892757971145,,1,1,0.56000000000000005,0.71999999999999997,False,ABSTAIN,False,,5,5,0.20000000000000001
