schema_version,sample_id,blind_order,question_id,split,retrieval_strategy,k,sampling_stratum,sample_seed,example_id,annotation_guideline_version,annotation_guideline_sha256
phase03-annotation-sample-v1,7b31eefc400eb42137bb62c7f0541673e44920b8a5ecb7a72f0624acc8f55029,90,TRAIN_Q346,train,dense,10,correct_document_insufficient,42,b9acab0d3adad9e61e3f938794357ef7d227dcc94aa48ff7b28f945720372fba,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,7bba0de4b65fa54057b368a6561df4c8aed3d757c073081e709be2f6fc34d8b6,7,TRAIN_Q518,train,bm25,3,partial_overlap,42,a40bb1a842b34ed73a5ba5d22fd6750d6479cfc50004b7151b38976accd1dc12,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,7ca32f03e8cc6ecd3ec14e0defb2a33e296ee730a422d1d32a3d66dbc9d244bc,25,DEV_Q213,train,dense,5,automatic_positive,42,f034bc993e9c6105d263b5681dc74f5aba8e42e4629409edd4ab4461436d3d56,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,7f4647b632b5f26bed37ea0d5ded0b28e41b9d30b7affac516ab873619df538a,68,TRAIN_Q584,validation,dense,5,wrong_document_retrieval,42,17c8eb24d48b946b90fbe88da2438ca59bebbf4a5ce595b839c25e4694813a41,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,813fb22aca7ca50392112fbf543c7732e5506d1aeff995b7f71bc82190b3e398,21,TRAIN_Q234,validation,bm25,3,correct_document_insufficient,42,4228f4ca82e666a4252de4340ddf5f290566377ee76f25155498521c752d45a4,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,81ce5355e7ba610271d05effce1a8fd13d60d77cbe646a510dfab803dfc8d5ab,122,TRAIN_Q012,validation,bm25,1,correct_document_insufficient,42,9f43e8a2fd921a64b22a03e48c68afa88700414df523c05c274da500b18b6858,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,83897fa6f4262d11127b97b7d3aacb54f153c6cfbdaaca220294adede9ca884f,37,TRAIN_Q426,train,hybrid,10,partial_overlap,42,4865e614d79284fa418fbd6bbf16295fce9c15fde4205be71d148b52da3ac994,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,8719c93bef1bb2c874e788e02c8a3e3898e226d315109433ce42ebfc396cc5ce,79,DEV_Q037,train,hybrid,10,benchmark_impossible,42,ead5683ce1e6783434c99786ce3db3cfddd3cf49b70ce06ee6bf9e51a70419ce,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,87d3e358b50ed4c976c166fe49ffa2f6be5d13d22d19a1286a782fba368a89e4,92,TRAIN_Q405,validation,hybrid,10,benchmark_impossible,42,6ca15f44e72d465a8861850972fb1495a264c3b5f929de59e314faae1b5a87ef,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,8a1d4623704703e41bd75865f9f5b8180c45caf6ba1c50447dc49a3c66c73b9a,4,TRAIN_Q095,validation,dense,3,benchmark_impossible,42,d85f83c66fd9952d49877a038d86df46fe3d5ef7b0ab996923703346b5149b96,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,8efe9ff9570093495b95ccb47db5fd4cc0d2d40e0686d6322a884561c7cf5533,13,TRAIN_Q347,validation,bm25,5,correct_document_insufficient,42,2302f5a7b4b4b100b769c5a69d43e75660a62796ba48286057cad6f687e6ec67,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,9003e0445a93eb4c3310fb005da9e026dc38bd5b12d4f0338cf3829e920be3a1,131,TRAIN_Q404,train,bm25,3,benchmark_impossible,42,105f3c278bb8c42789c4689308a1915181d6c4effc6cb4b28712f617e5236976,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,91b92e2f0ff5e459ecd2e28fe20a1f1ae0a8ac01a65805c98b5191d219a29552,74,TRAIN_Q109,train,bm25,1,partial_overlap,42,e6593e6924c8d12fc71a3f7a4c3777f7f49c62f19e6932029d7153ee1b60724c,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,92adfb1f7ef386556d82e4a9dff4d9e6f77e30797eb5cdefe484bdc4bcde927f,63,DEV_Q053,validation,hybrid,1,correct_document_insufficient,42,80f6ae4c743d76ba742397c4d780fc376d824a2d66691094a28bb3b157307026,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,92ee4e4cb804b5181cbc4d1da2d1cfeb2a8ba3ac209a5b72619955b12a61e6c7,145,TRAIN_Q311,train,bm25,5,benchmark_impossible,42,7e198c80028c6f33a99172298f24ce3133f768a32485a435acd4980fe37bba9c,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,92f8b655fbe88a0d4c62957d213d617263a35dbb29db5191934c33b44ba444a5,58,TRAIN_Q507,validation,bm25,10,partial_overlap,42,2d521aa3c9844c2e80796fe7f6b77987f6544899706052d2d26537780bfd1e09,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,94f99ffee37640db4cb60cffe8fe6ff7ffdde62ddec7e9abf07bbd786ba746fc,2,TRAIN_Q158,train,dense,10,correct_document_insufficient,42,a9c98bbb0234acd7ed930f757e1b9243f19706a23474cb76cc182db464dbf84e,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,94faff3b0017e76033df37fa255b995af0431d461f92b01d040198e4922557e6,130,TRAIN_Q425,validation,hybrid,5,automatic_positive,42,9e1811dbc0bb250539275851884c5a85b6fed831c0d246a79bd710620277f4b6,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,9696a9fb44826d7ece73b25f3abb2529e44789920e9d2a67f42430a4630400e7,134,TRAIN_Q228,train,dense,3,partial_overlap,42,c26c5c4cb1a6059ee4b5a3294824e0d526c1edc535ddf3d5080ac51d346f497f,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,96e88a123f59a4a8c49b9aaf663efa7cab47a48a836f2b8be8867b19f49c44ca,140,TRAIN_Q047,validation,dense,1,partial_overlap,42,fe73ab32dac44c745f2b5e65394df117331d7444910d62fb1b29692f38d008de,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,9961a69477502a83859c291e4bb313d200addef18d02090a65ca49d7e7240ac3,114,TRAIN_Q219,train,hybrid,5,wrong_document_retrieval,42,7f0bc3a50abb58e1e8bc08156c6885aac66d044cc56e526d05fa19078407ff58,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,9a52f0b542b1fb226cb07352020f164a71ebad9d1912fbdbb9cd266803c8d7ac,11,TRAIN_Q309,validation,hybrid,1,benchmark_impossible,42,fcfb457a8db15c1ca9cd72bdc2eee7ae9e2a29f87072ab138112cee32b3cfc83,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,9a9f9775e22dc24f2028c376642c331dd26e6921ff7bf2a9ffc1d10846585c23,52,TRAIN_Q427,validation,dense,1,correct_document_insufficient,42,97f36a89b1315e9681e6af96b890758fe617d4fd7f7949d0a268632319d14a3b,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,9db3070a75b063c14f403970058b86c9be7e8ebc244f638bee191f3032dc5545,6,DEV_Q217,validation,bm25,5,benchmark_impossible,42,f95d1453ab8120e98cc64ace13c171ad529850f7cb3140a0fbe18781d22d7b22,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,a07db186aabb30b62f9f720a0d98c5673fa51f3fca628b0670df022bf71e6f49,45,DEV_Q127,train,hybrid,10,benchmark_impossible,42,989433310ce6d2445f13bc07ffc8825121908b8e955065d1b12d29a4adc47265,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,a21da48fbb9be686eff7fb079ebcbd1e958af9b21409fbf3fc98182f3a340372,135,TRAIN_Q461,validation,dense,1,partial_overlap,42,e17c12f2de43018af47ec9b258b59a668796bd4af053d7f5779f6850ec823eea,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,a49e05f3f3ba86630219409164e4a45f5e54de75fbb04328820076afda70d819,115,TRAIN_Q416,train,hybrid,10,automatic_positive,42,4eec4b378bddf82c67b90517f633c702e3cb2804e113270acac2c3e64d91e456,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,a5200268f305839a7b786a19d515c7cef384a2af8350fec47cb298c19b8a4af1,69,TRAIN_Q013,train,dense,10,automatic_positive,42,d2c7910d61287de675a4fcadfece7ce645bc6a8f4cd232a76baa5607634b5cf0,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,a5491647b0a744c8dfb74cffd4ed32791e799bbc89bafd7f0b60af6de8807f71,17,DEV_Q164,validation,hybrid,3,automatic_positive,42,9bbdec63177ac8df6799cccdfcd69887a7f396d05437d8842f53e6633b0b5b9e,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,ab08dc477731fb0f56eb769519f2563811a0e4464c41bd7a816527dcb89f3e5c,24,TRAIN_Q056,validation,hybrid,1,automatic_positive,42,a877eef841e454e62f780fd062b287e5eca4ea23b5f5b955572500dc44f14561,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,ab8d3f1e4f208f4aee2fa27908fd3b8a3d3bb12e070fbf3cb6e5bab669644b55,54,TRAIN_Q517,train,hybrid,3,correct_document_insufficient,42,195637f8bbf22a3dd681683f20b1457545dd16694be5cf0f1fedaa7c78b000f7,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,ac05b6b65f2adeeab7221bd6c5e4232c53ddb62c3db3de7eb9f17880cad27e16,36,TRAIN_Q556,validation,hybrid,5,automatic_positive,42,554e3a05c30ab1eef5da895bf76ec5fbc0eb053cb93e39d4469cd6f724c289f5,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,b3e9f64654405dcd0d04681ad45872548a943b7aeed8372641adb814678bc64f,117,TRAIN_Q418,train,dense,5,benchmark_impossible,42,09f00d99ce6d64fe518903255f83748cfd60e498a0a22d03ec8c3d1838c72736,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,b432f06ceda6cecbedbfc945a27e7f69396b0e0c7f5ea7573fc0e1bcb4fa685b,32,DEV_Q082,train,dense,3,wrong_document_retrieval,42,881bea2115edb65fe774d2a4b2424a793802c7cded209a88142ef766b438783f,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,b52f26aef4547da7ea5f2588eb796690c7969b4751f1123492531b469c08e082,137,DEV_Q295,validation,dense,10,benchmark_impossible,42,891d0f7bb66aa411dd5e88f596c282cde2c172da8e3a033509d98bff1c7396b8,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,b70f3e326599c016095daae8f89ff2920edd544271d6beb6dababff00434da1e,136,TRAIN_Q492,validation,dense,5,partial_overlap,42,a11ff90e08c611d51e45e95202396918ba4991f7c0644a1c8720ef8dba1021ae,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,b7419139e12911196fa35bec6f5fdde5cdb4040ac4b72226875b73e85dc59f00,39,TRAIN_Q035,train,hybrid,10,benchmark_impossible,42,6b6b9afa51e5ac670827d6dd86989bb17c16365b96aea1e97c9dea15ca87a26f,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,b9df73233adeca6d1e82386af25b4999f1874e548e8ebcc1c28ab9addf3a9533,118,DEV_Q067,train,dense,10,wrong_document_retrieval,42,1a1e44e993821a61e817830a08ce47773f8588de99022a999a5814582661ab81,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,bc4a587c04c9ff93f1ee19f78987960e6933dc28a1036b17927eecce49218a9e,65,TRAIN_Q145,train,bm25,5,wrong_document_retrieval,42,4f4387223d8f1ce9d1da9cd8de9adb8cdfe1085b3a9d88654a97aa4062c56a2a,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,bce6940f24e269ee623725bf1e2ca8b7843ba7bc578f1be79787a2b6ba9bb65e,123,TRAIN_Q120,validation,bm25,1,correct_document_insufficient,42,153c43250518434667aee3ec4e81adbb58c34ab46604d04f98a98b6d4c6b9866,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,bd7f99a10ba327cc9616c3c194b10aa280d84499d786ad75d865c548af29a14e,66,TRAIN_Q342,train,hybrid,1,benchmark_impossible,42,f1872a5351692c9f36ba3e24e158afd413561d823e3a4c6d5549359fb4d82957,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,c078eadd741806e2cdb54087d7a1c51b8887a0ffc51580c9f4c03aba448fec35,150,TRAIN_Q495,train,hybrid,10,correct_document_insufficient,42,104d60525a8aae065b5371a102aea01d271f679d75c9bf561ac8745a03cb5920,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,c196ed4808ea799d6269441c73c3a0ee3b9eea8dd9bfe45fd3af1fbb0457d6ba,142,TRAIN_Q435,validation,dense,5,benchmark_impossible,42,3cbf42993a7d2a7d4a1f2b9c74dec77040fb7c88a46135b8671eb94df2360ae2,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,c215ce82d10534616586a60cc4e71ad573fe2020b9b5e9973fd67d137e3b32d4,147,TRAIN_Q548,train,hybrid,10,automatic_positive,42,1c8f74416eb1a6b7242ed42ac0753cb8cc314893f378999244d8f44bed0eafc0,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,c58f5679a4b1a1108bf54f04109741707b668cf29059ca90c331111f48b1d432,86,TRAIN_Q058,validation,hybrid,5,wrong_document_retrieval,42,6898db1e76e71f41da8451ec244ecdd5f43f440e1d87e1452529175620ae79b5,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,c6be6984ac3781bcb33019eb4e77c48b048e4dbf5849c4f3e11f7262cc92114e,26,DEV_Q290,validation,bm25,5,automatic_positive,42,021c63bcdf428918283a0fac40f71ebcc0b3eb9d1f6b666bcb6964d6a0958f19,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,c87a9a71f3f97a915b8eb66e180715eadf125282ef113dd20600231363349984,100,TRAIN_Q272,validation,bm25,10,wrong_document_retrieval,42,e716fa944c26644e7f50272c62767bd37b5765098ce010a01e205dfc71988e76,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,c99d4e8f85de39adbe9136d86928963afdd894c7245a4b2bd98a7850869b7d23,138,TRAIN_Q235,train,bm25,3,correct_document_insufficient,42,a2d686ee58db44d27dc4eb73661a5653c8858c729756fc40bc9731b17b0af4a7,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,ca0897340b5471f171f358d4f275ff47885d350b310ca0d27f4e4451ac2f8fe4,102,TRAIN_Q134,validation,hybrid,3,automatic_positive,42,e8f84c98ab005d36196742cbf8a5831ad60c50460879bcfa8437fa63a1887fd9,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,ca70f6a8dd321663751a37b768a41fda13fd89678830ce61505a5b33dedc9fdf,72,TRAIN_Q481,train,dense,3,benchmark_impossible,42,094e851e419dca30810356230fa69444baeec4991400bff85f05a1fd469f7cc2,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,cb5a4cacc285ddfea00b753d1856ad9fa642608a2a0b334ee3cb5a5c43e8cfea,12,TRAIN_Q533,validation,dense,10,correct_document_insufficient,42,bad7cab5c5e8830f00e8ecb4df41b1e6d460cf5d9ffd6081df8dc04a8afba7d7,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,ccd208f56b4043607f8ff821b0db31c847efcd13736d6f4faccf927860adc487,46,TRAIN_Q151,train,hybrid,5,correct_document_insufficient,42,921c1a4ace65d9c81e281f010558ee683597e07eb06acf41adfd4ce7b22bc348,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,cedb6fb26352acd01a7eb41c4beb2889e9cbfa1875593b005396a2079b45612f,9,TRAIN_Q097,validation,dense,3,correct_document_insufficient,42,3835f5a4f426b977011f9bdc15a501cb38ae6100bf15d80ff465cca22600394b,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,cfeb6cbd4cad5c79d32391c18eb8661296d70991bf9d5bfc3ce330804e650e18,41,DEV_Q203,validation,bm25,3,benchmark_impossible,42,38467536380b200f63cd2126e2007bbd31768fdced7d539ddfb56a24f1dcae14,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,d6dec7478295f9123eac7a1c5ffa3771c9b3eea157c599ef15ef3f248b10f64a,67,TRAIN_Q546,train,hybrid,3,correct_document_insufficient,42,73921e6a7eb6cc5a50d52bc745a6be5610de106cf82447a71b1d3c6fc680d53b,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,d8b43ac41b2cde08d5200bc3fe11fff3beae5d1e766b2302d53fafb18872ee6e,139,TRAIN_Q087,validation,hybrid,3,correct_document_insufficient,42,7cfed20617e05f070d41d78442f50ce08f1dd11e041d1cee1b8607b74555e8ec,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,dc8ecb1ac65dd4d18d8017d3841ea704a8a495af6accec8e0aa71c4e0062c23e,3,TRAIN_Q126,validation,dense,3,partial_overlap,42,68d135ef4de063bd91de545d343a47ebb337290ebc665e84c46f0190c561598c,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,e19ea76e30b8a569de505bda61572d9e2d9f17bce44656641f4b62f5de0880bf,35,TRAIN_Q082,validation,hybrid,1,wrong_document_retrieval,42,2bd4a65284f3feaccf4bca648bc254a74ecbc5531ba76204cb04cc5ee486409a,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,e236d906db8acbaa1add131ddb110440a109c084c98939eac9f8946548060057,97,TRAIN_Q362,train,bm25,3,partial_overlap,42,66206138d30c15beb47febb0e9e727746862cccf322732226ed4a450f623f1b1,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,e4434ef18670f325dc7f5d96f008017d345da45d983973f6434b17e2aa8ce79e,132,TRAIN_Q538,train,bm25,1,wrong_document_retrieval,42,9304248d5eb9335b1624bbb658254b46849deb68d88a74ad6db9f406564cdc26,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,e7f2c072251f98041c626b1d8abf8db5bdad1c5aef9d69ca87234eeeba2f2037,14,DEV_Q154,validation,dense,5,wrong_document_retrieval,42,0f11cbd72c87ca642aac7807296659fd78c6d0d57d5f49ec3e5b5d608293642d,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,e90b0819ca3ef156b86477d3bb6d6a9c6434dfdefbda58d95b911373ac86d923,149,TRAIN_Q524,train,dense,1,correct_document_insufficient,42,951a45f64d0fdf72604bc87aae5c876e25f1e5fc8f8511733af51bc0fc264f64,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,ea0be85892c6de0c302492d7475bad79144e75ca9c4eb2b9a8fac5a50c9f3612,99,DEV_Q086,train,bm25,1,benchmark_impossible,42,9994aa2cb5a713469c7403d1cba0c05df82b7acd4bd517a34e360e67e0c886c3,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,ea5fce024295beba0c24195a1c208d3c574c5e5da35b5daa897a518594fad577,101,DEV_Q113,validation,bm25,5,benchmark_impossible,42,43f4a1cd32758ce6034b03c6661bbb4bd1a4c84cb208a5a8ede1555271cd45b6,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,eaf0505b181fe1e6f6ca62ec272fa55adb9138bd3a63b07598b7fc18d8ed1fac,51,TRAIN_Q485,validation,hybrid,1,benchmark_impossible,42,22780dce1eff40a9eee96eed4ccab8ad9e9153a08393434a204f1e996bae289c,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,ed27555be2e1a9dd06f3df4d24acf54efa4bc6f8781200f36d235f93e98eae84,48,TRAIN_Q207,validation,bm25,5,wrong_document_retrieval,42,ba2afaf25176a7e892d817bdace9cae79ebbad7d49f24145d86950d1ff392118,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,ed38c5358d03b982cfff6fda202bbb4373938fd1c8f90b179ef4e87ffcb6589d,59,DEV_Q227,train,dense,3,benchmark_impossible,42,26c95521d33689f94d55b7727dbed276b93f1a5b0a02b76bcecac2604a89f04d,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,ed56aff96b0bf5fcf80bd121984d1d740623d5bcef28ad649ec79e9a07245af5,91,TRAIN_Q330,train,bm25,5,correct_document_insufficient,42,ff210659ea1f9dbc80dfe3466f6e303b89ba2d4ee3c5f9a46ae6009709901bd3,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,eeada05a0be6e35e272e668a5e4e34058badf4c36fab2aa55c19c102fe6334a0,55,DEV_Q293,validation,dense,1,benchmark_impossible,42,c88bbbde2422f71c9834dd3b6d42d40cf8363b3e07062c0b7fca54c5e1a73773,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,f0b10947a89e727dd29f7bbf49115236c61db8b92a9ee240784f931088ab1184,15,DEV_Q102,train,bm25,5,automatic_positive,42,5dc4eda8706c47f816e5ac0ba01e6d1311454e1a0c7f36a3c25b083aee99ca2e,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,f26d9aea2df9152984c60435b59e9420c3dcbcb39d01bde05d27cbff3e183bdd,29,TRAIN_Q445,train,dense,3,automatic_positive,42,b21d72317801cd669186cd4102b01944ea630b59650f4d60bd3555ff671491a5,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,f4a505eb18a6ed31bc0108d0f3e48665e98e07495895b5f6d6865da591fe98dc,56,TRAIN_Q521,train,bm25,5,correct_document_insufficient,42,cde05e91b3045ab016e32150f68b897781977d5b584d1e1b241ca7785c845b78,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-annotation-sample-v1,f92a1ce476cafd8383b7680f2424005a0af9a12dd5dac9728b93bfab705e4178,76,TRAIN_Q019,train,hybrid,5,partial_overlap,42,042e37b45a2647c1c2071ababcddbb260174302ef814a8a4489bc56e727e1dcc,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
