schema_version,sample_id,blind_order,question_id,split,retrieval_strategy,k,confirmation_sampling_stratum,sample_seed,example_id,semantic_config_sha256,semantic_label_governance_sha256,annotation_guideline_version,annotation_guideline_sha256
phase03-semantic-confirmation-sample-v1,7f6b63eba6cfdad25421d5c16950ebd64d8aa494e2f7b1ee20f067ad630acd75,20,DEV_Q007,train,bm25,1,strict_positive_semantic_positive,43,e5c495b19dcb1fcd05778cf498ee68157cf35806e2209714513b31ee0a02b778,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,81f81db8a5958fb61c4c714d9fce212e1df24c25df5ef3937dcb7fc0a311ab81,11,TRAIN_Q084,train,dense,3,strict_negative_semantic_negative,43,904758687f56477c1ffc7c055fdbc0a0942528fb8e19ace8b0325bc44106d465,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,8436887b262d9171520912230405dda37496f538d9d16535687e3d2e51e68d31,64,TRAIN_Q244,train,dense,5,strict_negative_semantic_negative,43,18adccb521edd3006092dd4650c862cd85ca161d9e197642aa272a8b592b68ab,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,90b15227fd5c72c0644d3d1e05cf9c54d73311c700b902b21a1d0a2fb887585c,81,DEV_Q288,validation,dense,3,strict_negative_semantic_negative,43,ff2b7b7b546ea58487fb7f2421e91c148ef581a9d7338a9fc8ae30e8eb49e17b,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,91dcdc61ba27acbeb0a060ea8fda4449702d92e01bf62388be946e7f6fac6b8e,31,DEV_Q176,validation,hybrid,1,strict_negative_semantic_positive,43,bcc28eee50487dae989c8b30224b46c84d197be2a7b2a19a90b8e9b6a5d1670d,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,928239014bfcfdf4a2d5a2c6b0ba653dd062e15710e45bbeb6490dddb9d70253,79,TRAIN_Q066,train,bm25,5,strict_negative_semantic_negative,43,7a28ed870be9757fe793ad8a462306c971ef1b9f71474b2cc3cb995fc043a827,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,92ee2725a33cbe89859288cc11a204068d630b75f397c5f62160a185b4b3ff5d,70,TRAIN_Q260,train,dense,3,strict_negative_semantic_positive,43,4018dd0922ee13460470e66b5ed807d5f664df98bfb637388c99444a56f6843e,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,981525566db75ff417b34e811fa6e3795f60c6ca55aa42f1eb7a7c7a0e9f8654,35,TRAIN_Q488,validation,dense,5,strict_negative_semantic_positive,43,950c33adcd7320426d407d2d1951313ad4dfa16093b3f82ac5dee2f9fe2570b3,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,98312e762bb4f423c0a4a1b2d077bfe20ef4373a4ade122ee2558ac69cf78b04,93,DEV_Q034,train,hybrid,1,strict_negative_semantic_negative,43,c5d28017ecc065d6245bb74fab06d4f0f6d70096c044af808e83c9cc21880622,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,99bd21b5231d7a4a58041fa651b80a85db51c5ff619c4525b4bb15a1328cf6c2,48,TRAIN_Q052,train,dense,1,strict_negative_semantic_negative,43,8825ea99bed1b16ff7a4a015e8fd3d997183139c6b1bc87d98d57e7fc5edf0b0,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,9eacdc63974c40d94b1a74a2c2976d03d28d9d2c9ec2af959b153853bea5664c,83,TRAIN_Q171,train,dense,3,strict_positive_semantic_negative,43,2d188184edc0c060d26a290cfb2dada85b83241bdb64cf6e7d7e140fff4fcf2c,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,aa28f13127898a415d4cbbb126a5505b15028042b9f53d71d8f0d71a3b55c2ae,17,TRAIN_Q298,train,hybrid,3,strict_negative_semantic_positive,43,d98aa18ca02c65aa439665642993d138783d663ff51c56269199e6a3a65dfd3d,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,ac980114eb58b69a126c99fe85a11224713d5bb85783efb36618db172c163fc5,72,DEV_Q266,train,bm25,5,strict_negative_semantic_positive,43,67da0298cc6d5bfbf38c6b819cacc24a9b490ce1c531e8492a308ec3899951fa,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,af58bae82dd1c82a48ad2516c56397d4128dfd81d1e8ea495e9d48e45c8f95c7,91,DEV_Q300,train,bm25,10,strict_negative_semantic_positive,43,5e9db95fee1ad2034c162a155c3d12a9e3f78eaa7510dedfb78581ced3b51cb7,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,b184152b107ecc9fd52c272b42fd6997b3dce4ec37acdeb60be506a7383869f1,5,TRAIN_Q274,train,hybrid,1,strict_negative_semantic_positive,43,60f9ac2934f80a34f06f98dce9bd7dcfed051b37042a14034fcfab7e27ae56b8,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,b23999c6d02d6b7127402bbbb63303989206e9f1c397ba642a55dd62ccd45265,61,TRAIN_Q067,validation,hybrid,5,strict_negative_semantic_negative,43,788536f56c8cbcb632ef5418b64ec5eb76abbbd64c5cf7160b065ccfca91ed48,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,b528df4ff32618c267526e307c263815b2a19af755bc09b8a760ce26d761bbbb,4,TRAIN_Q189,validation,hybrid,10,strict_positive_semantic_positive,43,25337502e1717a9d23c89cf40da6437340ee7cc095b2ff813ba74c25471356f5,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,b596cc2346a1f38926b04c25fd448a7fc515a4a57f6ea45009a50a90dec2d5aa,37,TRAIN_Q411,validation,hybrid,1,strict_negative_semantic_negative,43,deaf5106f729cced6720027e0536cbedf8114d57907d11da70cef4f07435a69e,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,b725545b310753171bc6d8c2e1c0daf2e3959c04823e9eb7ea715ea5216b5c67,100,DEV_Q038,validation,dense,5,strict_negative_semantic_negative,43,ecae8723e005e2a2318b7ed4e41fa3eeb6407245a1b0d9f9c007fc585a93fb65,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,b89cac2ae424d72472a2328f7ad4e7c02cf07acebce7120d046ea3672c0f1b7e,67,TRAIN_Q413,validation,hybrid,5,strict_positive_semantic_positive,43,986c4848b56a11ad166869168f6dab5580b403ab2b18f05f9fbd849beb357799,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,bed016bb8dfbb492766ad56e283e25d2366c29fbc883cf2d8fa949d76260b88c,25,TRAIN_Q402,train,dense,3,strict_negative_semantic_positive,43,2bed3a610bfcdcf6cc874a331038bbdf7649a7d29bc9746200459dff10abb2fc,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,bf549edaf93c57643ca710dfb8a06cc16e01060d1ef2098df5caf6102d665934,89,TRAIN_Q242,train,hybrid,5,strict_positive_semantic_negative,43,1262e0ab0493d177f668f627f3cf85145133bb254ed316750c45b728341da3cc,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,c2c1cc650a03fb134098fba52f857b11c0665fd54873d7fea1f8d119a9bf0c99,9,TRAIN_Q065,validation,hybrid,5,strict_positive_semantic_negative,43,09bbe394837ff48492469e6c4b6e95843cf86a37dd21c80535769e0a646264a1,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,c541f3e374a74cf62d42b4b8b06414531bcf5b5f93eb155ead991b2255673098,51,TRAIN_Q324,validation,bm25,5,strict_negative_semantic_negative,43,a1d6442d6fe53da7c07d92672809f8c031fcbba0dfd256c29a8877b3592a42ac,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,c7a84d3c55d37b56dd7998ba961955bd34afc681c042aa22f3213583b0e02c08,54,TRAIN_Q161,train,dense,1,strict_negative_semantic_positive,43,d999ca4c9cf307182182915128053a752ae32fe8aac81645018a63931e22cffa,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,c9f93ebfb6bcf557f8b972e2c17a99c23dea1d339e15e54cffb8b719e0d9e8e0,57,TRAIN_Q456,train,dense,3,strict_positive_semantic_positive,43,0a98016a020ab4ab4b5d4d172662a4b490d0452e5913bc03cda7267ede955e65,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,ca55bf410d0386ce61d05d2677a9e3f4dae8f0362d227ae4e2ba7ffbf23ddfac,13,TRAIN_Q135,train,bm25,3,strict_negative_semantic_negative,43,57aec146800a2b74876f60e974053538c4863ddc1992a14c009285656fe05d1d,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,caa1d12b38ce4123c60725620d741fc16decbdf069b06b8a2c9242999a12490f,80,DEV_Q149,validation,hybrid,5,strict_negative_semantic_negative,43,6f88dcdfa518ea9eaee6728960a8dba3977d9f651ba9f5b1591856a3584513d4,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,cf34feb203ba702191845cb55eef9398bc7aabe7c35386417c0471c0caad5fc0,69,DEV_Q260,validation,hybrid,1,strict_negative_semantic_negative,43,58acbec7c78da73d164a3fc207a030f04de5527d10f78e58e9b65cfca024912a,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,cf93cbd8cd9ea9c338d09cb9b1deb8f37fbd29f01da07e2af3067e072915d230,2,TRAIN_Q045,train,hybrid,5,strict_negative_semantic_positive,43,052251feefdc2e283bd3bc5a9393fb5b2817864c4ea64874e70785897a043562,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,d3999b4e2617ca1f4e99d155d2a239207f2d65d1f4045cd37efe4f89e7fe179e,94,DEV_Q114,validation,dense,1,strict_negative_semantic_negative,43,056ed72335854e31e56047793c5ed5c4a64672d4bad8f071f7b925609e0a88e0,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,d3e2cbf8c76e99239f7ed4a3ac22fb1d6e0aa1858d61abd43caccb65b5ff259e,19,TRAIN_Q124,validation,hybrid,10,strict_negative_semantic_negative,43,7406a89c22cf378fbeef88d4d42efbb97b9978a62f83054c5c845601343b1d26,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,d6755651745736cf541aefddc3ebcd2c8d671c419f47fc8dbcef8fa90e5de476,65,DEV_Q279,train,bm25,10,strict_positive_semantic_positive,43,f00f8888817fb3117f77459605d81e6622387fb7c6758395a1e31680bdf84368,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,d7dc9c441cac2242f0e3953ac064654aa2288154da4f6b60ce9a835e90abb84f,71,TRAIN_Q514,train,dense,3,strict_negative_semantic_negative,43,76232750b8c6b246eaa2df17568fd255cca3836b14331ff3a82222cf7baf052c,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,d89ba5a12b9f9f9b3dadb2446f445b6e9061052bb432234c52ffd30a565c07e0,77,TRAIN_Q367,train,bm25,1,strict_negative_semantic_negative,43,9ca599c82d86e5757b60954d943169ccca37ed72c6d0bc390ffb8c4f199a694b,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,da3cf42f4534ed03bef966ec73a7d4f21a91e3ea552c970e367bffaebd12e02b,38,TRAIN_Q248,train,bm25,3,strict_negative_semantic_positive,43,a95533c73641935379de114c33bf6ddb60bdf6df66bcd5547a21f6477a384679,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,dacab67beb7e6d0aaeff3874f664d9ba43558d1fd78a53d240dcee0055beae17,74,TRAIN_Q046,train,hybrid,10,strict_positive_semantic_positive,43,2d8715d78499cdd819fb977f01667d224fe992a6eff1f54abc7becad80403f7c,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,dd342030efa5d7df85842a64933fc163bfe0a68f92c46e6c0886ea2ffbab359c,43,TRAIN_Q237,validation,dense,3,strict_negative_semantic_positive,43,6ad864c176207615411ea5e61197289cd22bf35459e560465f6a09a41de19311,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,de21b212f6d430481a1e181159c75090caad41d23a59c824b2c72e23964d70af,63,TRAIN_Q131,train,bm25,5,strict_negative_semantic_positive,43,7801ccfcc93f3df2bf0d0c33ad84e259af755b3a6b13d1b8ead23d86d1fadcb6,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,ded82457a24686bb335433c5f44bae340788e4337d3238da8108987f23053437,24,TRAIN_Q031,train,dense,10,strict_negative_semantic_positive,43,80440a9d5a44f53d4a3e1e48c11bfec806b07ee0686192355f5ae9364b7c7019,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,e39c182f6e31eaf3db78b5a93a2fe7be12801abd1f5926ed99c076a38e060f27,60,DEV_Q063,validation,bm25,10,strict_positive_semantic_positive,43,9a4cf27ca42d9184690398e862fe51056eb2dd9d16b111b34cfd80aba097e34b,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,ea77747b0de49b82be6e2195345691f6c93d335ca296da0c9eab88f19de5283e,52,DEV_Q282,train,hybrid,3,strict_positive_semantic_positive,43,36c7cf80e847da5aafc0d1eea11e94be31f7de5fde27f2ab2141eae08f050154,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,eba348b8b4945e52d43691d659c151e6744faa56dc630dda00409417736bf6c4,36,TRAIN_Q477,train,hybrid,5,strict_positive_semantic_positive,43,c6599c94b04bac30c01872061cdc0a5c7111a22425b26a6103ac050183491712,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,eda6fe14bc0868e50be1a1613d49d54e00bf834275401357622f148f2cd28ab8,1,TRAIN_Q083,validation,bm25,3,strict_negative_semantic_negative,43,0a9f7d1f31b14cddb9c646a5a47e75d03ab4a8c4a27206c53fc8cee14a07033e,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,f16ec27e84d0d167b1ed7b728867c54b0680d27462bc8325d291be921b7c7290,40,TRAIN_Q163,train,dense,10,strict_negative_semantic_negative,43,8a122b231180bd9971183d64fe99e226882167aaf727a0a875b8f9b13ce16b63,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,f2cef7623e3ac370cb4007741b53d6e89a975cd27583a82df99c8c5084896042,34,TRAIN_Q048,train,hybrid,10,strict_negative_semantic_negative,43,15837e1c117fabe13495838bca548f80a707b830e28523ce22cc99d77c802828,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,f70e69bf8b027f0e78a12b3b219cda6688d8881cbdd49807e7491ab9babcd2b0,45,TRAIN_Q503,train,hybrid,3,strict_negative_semantic_negative,43,3927060609a69135614778ce49866cccb0d77371a1621a7edb3ac8d669d1f64d,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,f7fb11a28a2a1f744a54692ef60b68315895d1011fbb95fc04067e79dba0bf60,8,TRAIN_Q587,train,bm25,10,strict_positive_semantic_negative,43,7557d12f2b8250677443429c3c1ffb5a2e8ac2dc7febf6dfe0620b308d1392b4,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,fb64c0c20fc2e1a9e0e96ae35205cec2607c1bff72e03c070cc9a9fc7ab4ae64,26,TRAIN_Q439,train,bm25,1,strict_negative_semantic_positive,43,f4013c116c3ad3fb73ad6d79ab33714d2bda8efc7a2fd42223ae7b56cdb4b1f4,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
phase03-semantic-confirmation-sample-v1,fd3173c5197ee8439f16e168cc5737d03a024a51de0fbf7bfdf4a6cc1915c3ed,44,TRAIN_Q440,train,bm25,10,strict_positive_semantic_positive,43,62ec47f9833db6afd1a074493d585e6a1d1cda06a1373f02c577d93d887e9a78,98f7279821921d825470ee64efa810777e5b331d4c978e6234e7b689b6657fdf,233c61c45c7ad75b876e81deeb290d546a13f034f1d18c82787aea678ba0f533,phase03-sufficiency-annotation-v1,f2fe3f7f29b834d78fd7c79bf4d4a94faee43c658d89c48e386854123066802b
