schema_version,dataset_revision,split_group_id,component_size,member_question_ids_json,shared_gold_filenames_json,normalized_question_hashes_json,answerable_count,impossible_count,assigned_split,split_seed,split_algorithm_version,component_sha256
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:350db76eb9b97277072c21f6e4bbbb1764c23fad705a3e0a3830fc1b46443d93,1,"[""TRAIN_Q469""]","[""swg22010993.txt""]","[""c41106694b27af93ecf23968dabd63ad25d44a9eec428c5e8ba06f0ad72453e6""]",1,0,train,42,connected-component-lexicographic-milp-v1,5b964fc50e4fe474d3cca68ea2343a421f91ed2f6821177a18d1c6de2237fe75
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:3541e4cfec0da4377dc9bb513531318371b5baed1fc05b6f11ba4971a895461c,1,"[""TRAIN_Q462""]","[""swg22003852.txt""]","[""4e2abc6a22a8507ad5668c34b27bc516f63629683a4c43b9f56d9495fcb7f449""]",1,0,train,42,connected-component-lexicographic-milp-v1,01e8e332892aa29a9ce4f86f74244de2c86cc295155ddc940fc574e267c90ed9
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:355d348dc4a9b05689f6940ec14e86eefdf3a40ef76ac367eee27b8e1c6c3489,1,"[""TRAIN_Q323""]",[],"[""751719217cbf43563ae486159ec5a69686cc486d8de001cf6d5c80824699f41f""]",0,1,validation,42,connected-component-lexicographic-milp-v1,44360fa7658aa4f281b413337644a30deda466c9aef3c614423434d679f81f4f
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:368634bafc6450fa01b37a5d0a820726b35dd6a673993248c34cbd7062d639c2,1,"[""TRAIN_Q219""]","[""swg21529563.txt""]","[""ceff50392176a6e4a51f9290f61f115a0ce2710fd600d03749da5937e3e22e7b""]",1,0,train,42,connected-component-lexicographic-milp-v1,50ab41b633d0a450930c7e0a2c6453e677e3d40ae8d2a9f2961d58507952dd8b
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:3719d4fc247dca46e2ed9cc2a46db80872538380cca0c7a991377ad946148357,1,"[""TRAIN_Q482""]","[""swg21698950.txt""]","[""9c0749985ede6046a8b91d3d3f6992fe69827cceca0872d840fc3b2173c19808""]",1,0,train,42,connected-component-lexicographic-milp-v1,84906967ec2556afbbcdaff9c687bf452640f34d692559d68f164cbe368e28cf
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:3730da65c928a830a4249218cd89e231a7bf32a9ef17e77ebbbba9b1aab5d56e,1,"[""TRAIN_Q289""]",[],"[""dc508e91eec118c23a432995cec2ef83b95a43b08e2a67487b977cd557e204d0""]",0,1,train,42,connected-component-lexicographic-milp-v1,869127edf8c8661cab28b98e282a7d8e8deec489d152d8b84d7f749f383e8ba0
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:3759dcbf1bfb6941a76f21840deab7f60c44b31d076d4adf1eb00a9f7a76207b,1,"[""TRAIN_Q102""]",[],"[""d33cc119a279305536c17684e1b44a7e0563345c191b10aec70b50c3470c65c6""]",0,1,train,42,connected-component-lexicographic-milp-v1,78b90c50cbc73702c2e1db328214254056cd8a4cd147e2cc95e14162009b77ea
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:376f9e667fbfcb8fe53c98ecbeb7ecd9a15449f1eb9fa4eff26bbde1c4fc05ec,1,"[""TRAIN_Q220""]",[],"[""235f75d9bc0410c2dae0d1ba7ffaf967eebd60695bbfa5c92be8e9d9b3f89409""]",0,1,test,42,connected-component-lexicographic-milp-v1,ef1ebaafe36c22fa631cd8287f055941283e7d6cce0011cb9018bfe81c0b73ed
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:380a21989b4b1057b862cd4bb4b89c0c8cd33741dc98eed3eda0410a22ff1e7d,2,"[""TRAIN_Q018"",""TRAIN_Q254""]","[""swg21611073.txt""]","[""9a343a0770fc75194cdccde73defc1d1f6287d65d65965f2d53ec82e21b144ac"",""cef0c044588633cf287b91475ebd13e3225a454b69c758428e42092788c48363""]",2,0,test,42,connected-component-lexicographic-milp-v1,ba52b13b87837900caceef40d0abf3736ecc3912d1330d29f677ee8a7a394fd5
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:393debe8fe709b886f6127275c8044f65222405b0521390b5a816814aa7acb9f,1,"[""TRAIN_Q354""]",[],"[""20951435e2645198df08fe7c7fbadd806bbecb527207eb9c8cb9ce5fbca73475""]",0,1,train,42,connected-component-lexicographic-milp-v1,952ad5c0988863c429ca6684c3cea96cb5ee914b457299f82e904edfcde2d3ae
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:39826447fb6ca4f030ab8dd93b71948f9437d17906832ee627e17ca1dae92d0a,1,"[""TRAIN_Q257""]",[],"[""cde211e5a94fceebe282b0196a0b875537161f40aed1c661be1ea4bc7f88716b""]",0,1,train,42,connected-component-lexicographic-milp-v1,a62582fb8e5fb598fa82b89f161ca962dd8ee216bf67c9be7379b9d2615dedc4
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:39884945b890ee0e2ca95dd0bca64cfb19a7b5198003cd0d8be61bf19fe966d1,1,"[""DEV_Q220""]","[""swg21960375.txt""]","[""a64101dbb3cc98a4c5b2806814c77f68b4dd3d632a4e8d0282be3e69273794c0""]",1,0,train,42,connected-component-lexicographic-milp-v1,3f1da697c04b3457f4957f9656d8141a4b626c66b657a15d560b3a5727cf0208
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:3a7e822865366ffd0386ef2b7b0bbea7bbb07b4d6bd17c3b67ee9db011123bac,1,"[""TRAIN_Q003""]","[""swg21179559.txt""]","[""94c17f1b99fccf685130eb141cb3a5fe9704138751ba0948f5de4fbd169e9311""]",1,0,train,42,connected-component-lexicographic-milp-v1,7b554a38f0878d794861c140037282ee9b41ed2e4760692e478458f90ec5d9e0
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:3aad837ac3c2f2776632d6678e14740dd59d2b7c7a2a04dde05be72d75a3e639,1,"[""TRAIN_Q200""]",[],"[""fe49e436e47b48caed201cd3bae7e1f752e27b99d25e0224a4a987827080c488""]",0,1,train,42,connected-component-lexicographic-milp-v1,e49087b63a9991ce5504c314b3979b651b1e36a28c5d3f40fd5e7276107998df
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:3b01c0162d7c9d9d94b34fd74604b2683098964b9cb640f7e439bbb16572cf74,1,"[""DEV_Q255""]",[],"[""d6b9fca995ae885a634da64982105dc201c533007fdf6d05d026c62e561f3fe4""]",0,1,test,42,connected-component-lexicographic-milp-v1,e2125d7bcfbe91951695dc0f2b2a5ff8287514a453ee365d52396fb69333cb3d
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:3b570d213692c08f2054cfc51381b61f2874b1655eb92053b2201709b3511e4f,1,"[""TRAIN_Q277""]","[""swg22008622.txt""]","[""850955c1b85a9a2f185997e85f24fda7f5e793e440bc3e41810fc909e8dfa8c8""]",1,0,train,42,connected-component-lexicographic-milp-v1,886f4c61932ba26e6e87d91e026e671ae164d268bb971c6f4bb91175d2c6cdd5
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:3bb8c5af20632a82dac2f17498bbb18382086ec0b1ebbc84c702aa01833514d4,1,"[""TRAIN_Q021""]",[],"[""2007390b4137965cd48242501912057cb9787f13702797cb55a9b7bd39a42175""]",0,1,validation,42,connected-component-lexicographic-milp-v1,87a680b5af99d4b0ad9c902eec1a096f89e155cde197123668d330e3b320caf5
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:3c0c4f7cefb7083f3b3d703faed7896a81b82d7e7ea0f2874dc8f7b15bab5837,1,"[""TRAIN_Q010""]","[""swg21515420.txt""]","[""cb8b76d0d794691e4237d7a389a90bfa2da6685a6ec317bf8c7b32f4639b53ae""]",1,0,train,42,connected-component-lexicographic-milp-v1,587a9702059104bebc4cc1224e24044725b4e20811c04f360a3a3e5b82cfb7c4
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:3c104c6524f6fb89ad36d2bad15b666a8471933a8e35b9646ee0d1c1486c042f,1,"[""DEV_Q177""]",[],"[""7cdb2974978483bc0e8ba5bf8cb5647e3b7c8cdc477e4727596a9caab1e99404""]",0,1,train,42,connected-component-lexicographic-milp-v1,75ba0550b3297c34fa45061ef031b1772eb5f2908fa746d8da96e6c91bf6f9a7
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:3c7d1709c6d4ebd8a65dd370d9c51eb77241c0084ee90c2c7ef6167aead72c8e,2,"[""DEV_Q288"",""DEV_Q291""]","[""swg21639640.txt""]","[""195ef55d701ddcf8f12e4d8693961d31a8c7837485edc05635aa7d36a499999e"",""726caa45e2de1217d97dfc94cf300e73ccef1916374ad12dc1311f2fcdee92fc""]",2,0,validation,42,connected-component-lexicographic-milp-v1,5faaf5ed01968defa08a4f176e9054db337093e8f8c9c8a475cf8762f000b89d
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:3caf8d896d9c2c327081cafcd921ab67c2ee7e7d33905b88cd54a5270e8f6cc1,1,"[""TRAIN_Q388""]","[""swg21417765.txt""]","[""d8451a82a8ee8d55969b507958a80fde500db4d2072b3e0d96c0b77226f4625f""]",1,0,validation,42,connected-component-lexicographic-milp-v1,1dddb711649da7ebf16ae708064947f6c045fe0a172cab4c758dca6e65f4b279
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:3cf732bfb2a4b9ddc93db0f966356078ad7e16410826f768b767e0f8d9441477,2,"[""TRAIN_Q361"",""TRAIN_Q414""]","[""swg21674407.txt""]","[""19c1e9a980492746a19344152e82a71a46b370174f8a9877d2f41811db1b789a"",""fbc47e529ab0f543d71ae06145eabab95a06f3099de35f209684e90940226549""]",2,0,validation,42,connected-component-lexicographic-milp-v1,6c3bc9f6e5657d56469da63d497ba3761e2889bbf8afa8d9b51ff54a893099ce
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:3d03a826f6d9605153aff1e36d13c4773022b3c4dfa1dbc1632ad064898b34f9,1,"[""TRAIN_Q315""]",[],"[""455f9333592e34f159a4c62b58dbc636f84184d5b7f9299258f013424095695c""]",0,1,validation,42,connected-component-lexicographic-milp-v1,6bb827b24245e23f63258806c6ddb3201d86df26b515624df1069005c6c7d612
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:3d8c07b1c199030f2f36b26e6ff868ed4d2b5d77a35e0a848012b7c40c97e9ca,2,"[""TRAIN_Q226"",""TRAIN_Q296""]","[""swg21690163.txt""]","[""01ba505d6914458d77e5357ce972375ea4cc17b4720a46ec000a1591a1960952"",""c157d211bdea6b69ff490daaf400cab6563d5eb606f209c6f76e1fc2235ef670""]",2,0,test,42,connected-component-lexicographic-milp-v1,b332708ca9f6bc1fd842768e4d07fb9bf090652210fbf8b79e9d81e7f024f8af
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:3d9b86bda4f8cfeec0a7b3968069142ebae83ac28ca1aed231b549328c76cb79,1,"[""DEV_Q124""]",[],"[""43552b5c6293c9ecebc842983da78a3f214ed1a646bb1262d788da6af8edf597""]",0,1,validation,42,connected-component-lexicographic-milp-v1,f4d78d7d82b339911b45ff25359eb0c9e5b59a70dce8805b5f5f58fd02936f1e
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:3e3a7ce8a0460d4cbc333bb14866e44a75618227f9331d9fd3c5d540a80f652e,1,"[""TRAIN_Q422""]","[""swg21689914.txt""]","[""ab2e6f78a5cbf45a6342af00a4eefa1499d7ae1696202c6c00f0bcb0c0e3a8bc""]",1,0,train,42,connected-component-lexicographic-milp-v1,bfe7ddb8f79bdc8293229913047bde0d7b7c93880a18e9b15e663c8abdd905a8
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:3ed0bcb5a8226f457fbbc088cd9daabcc08ba538f63d53aa4a6d2519d5ab2580,2,"[""TRAIN_Q348"",""TRAIN_Q394""]","[""swg21983739.txt""]","[""4559b018166ad6d0c91703c5acf758cdc087f91736f2b84982194bf5fa3fa382"",""5894c3e8e2c9d5192718df29802803d1251c21784656a92abd9757d9235a197e""]",2,0,test,42,connected-component-lexicographic-milp-v1,d426999d17aacf548e1ef80244b8fb7c84b4cce8fa0bf29a7ad023560bc3ad4c
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:3f6324264b3aedec3d0a67eb77062c279e6a55fff0ecaed75091cf8d74fb84de,1,"[""TRAIN_Q274""]","[""swg21649807.txt""]","[""a1d8f453334b964e9c194776fe86a8a24ae3c3e4e245c634f4733a237487e7aa""]",1,0,train,42,connected-component-lexicographic-milp-v1,e00ded9e978218fb3fa6b7a93495f0274b8f142b772f6d0d972f3794a292e07e
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:407bbd4c8d5d479c81932fb726edc018158085ff1640929508d768f4da7eeef7,1,"[""TRAIN_Q145""]","[""swg21618139.txt""]","[""102fd92e70e989755202c891b2953c210c58b165a2e97c7fcb490d87c24d9ca7""]",1,0,train,42,connected-component-lexicographic-milp-v1,9848eaf9a7f1a62f00a9f96a4ba86e642312abe583310e434e7c71677574a8b7
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:40b349551a326bf8c91aeb3eede130507609d6b21bc7e4e3873b6118bd17d821,1,"[""TRAIN_Q062""]","[""swg21657458.txt""]","[""352075e8cb1502d05a022c2a56215e0f92e3b1a78fd65bfb3053bca7022a45b3""]",1,0,train,42,connected-component-lexicographic-milp-v1,47a710692058a7e9ead0a120da0f7496ad8b02935b8d063827eb92a16385bb16
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:40d7f6a7297857770f2a6386e7798a06b257764fc000a00d104ac006984497ab,1,"[""DEV_Q125""]",[],"[""3a2d934f902bdc770c9caeb4e99852d25c9af41c4f5a5c05d8669d40d3b89cbc""]",0,1,train,42,connected-component-lexicographic-milp-v1,474572d431144dfa6463ab55249d52c618197b0ba96c12cbd5408c64ebf2452f
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:411cd682799ad2ec1c6728d932cc107ab26e1cc5534b54306390453f8275e00b,1,"[""TRAIN_Q089""]","[""swg21965955.txt""]","[""c306ea395252d937391c271678d834029dc6b611e51d0cd967c1df7220604fc9""]",1,0,train,42,connected-component-lexicographic-milp-v1,1843a302dc895a2eea99b83e46847995262482236a1f5f9248ceb0441a99cec7
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:41203e371d5cd1467ec43552ed91419821b8e2327c1a178c6f54ebd75bb9f01b,1,"[""DEV_Q268""]","[""swg1PI53566.txt""]","[""97139af2b6245560c22e19892f0b45c226cec2e709288a4f0ec8a823fabdcfb7""]",1,0,train,42,connected-component-lexicographic-milp-v1,1bbe7b9ecc701b35859366d0c111c498f5dcd3b7fa5ae5b52e55f98d7a12eb55
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:417e443be32866195879898a49d62463961829322b0b5528350a1f5e4160677b,1,"[""TRAIN_Q149""]",[],"[""f8c2c547dfa76b3641ec606baa9b747849fb9f267ab2df745415af0a56a691ba""]",0,1,validation,42,connected-component-lexicographic-milp-v1,e9ddfbfb6c8737c39e75866e036d3d1cf7bfdecc00a728259a7d00e6a3c0b12f
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:4244cebc7d00401e9b4b3e700161929e6d45a42b4a73319c8aa397f09ecb410e,1,"[""TRAIN_Q467""]","[""swg21442694.txt""]","[""cf1c9c15c953e97de3a17c54d11c32bff8270b5d3276435966d68037647992ea""]",1,0,train,42,connected-component-lexicographic-milp-v1,1941bd5f30f30def9bc8824a80a5cc94e272b08e23e0a741eae732410dba2571
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:427fdcde28d6f6a8ceaaf93e8957859f8f980919cbfa39b3f84c7a2e01ee51ca,1,"[""TRAIN_Q294""]","[""swg27048530.txt""]","[""d22a1deff292918279be42715008fab92d3132be354e0fe5ab071d2d1a73f0fe""]",1,0,train,42,connected-component-lexicographic-milp-v1,3409b08d0d067b380f20fafe034bd1c301c1d0f7874192ef8b8aa8bd44bbd9ea
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:42e880c6aa88b7d499dea413e45ee1664833ef021eaa0a88c56c516f359f4856,1,"[""TRAIN_Q496""]","[""swg21663373.txt""]","[""dddca7cd9299cc8d7def1043c93d368828c7b37c5cdf9c1ce017eab3bb7922b4""]",1,0,train,42,connected-component-lexicographic-milp-v1,91985679b1af51ebcfc263020fa5ef65742a5654f8b99363011c4cbb480e211d
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:442bab01b16316fde995972215a3ddebcd6ed4493261f61eea7c77f32bfdcb1d,1,"[""DEV_Q046""]","[""swg22002589.txt""]","[""e7a94bc8d75c0a07dd391de085e89069e043032f6505a84d66f63d4911281082""]",1,0,train,42,connected-component-lexicographic-milp-v1,c7fe7e85a54a32e84c6f3245f6dd849e4e0e8de5fab1c39e8e79c2cc8926ded5
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:44edff1ee5e3ed27cf2dc58c19719dcc7a1a9a4bc5a2e9706afc4e4e31a5b373,1,"[""TRAIN_Q563""]",[],"[""a240f4ed47f20504e505695fbe01abbf89972e66ff7b76d2ba5559b26db44682""]",0,1,train,42,connected-component-lexicographic-milp-v1,d94d35cf240ea62b0106a474f33f68e593cc8cb13a9be0d22732e007a0208e0a
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:454b0c1e876068b60996f1ebeecadf612f56329f96883b87ad72757fa26f41d0,1,"[""TRAIN_Q038""]","[""swg21341204.txt""]","[""d5501c5b120ef9156203fac1b78411b43e1945a69ab688ac150e50f217cf9453""]",1,0,train,42,connected-component-lexicographic-milp-v1,72416f1d2f034ae388673f8ccdf63fba4136dd2ccf9a54b6e9f4ce4a8dddec6f
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:45c645b8f349a935c46e40935dff7986058a70f6c2af2f8e9581242ce7009b26,2,"[""TRAIN_Q383"",""TRAIN_Q417""]","[""swg21672402.txt""]","[""61512e05156b89efa5d701762b72c5a586574e099ea675d8776253d5232a9e15"",""b13e53b42556adf8e15303ddb74532e1a7842886dce25e75e6a346d6f46c7f8f""]",2,0,test,42,connected-component-lexicographic-milp-v1,c952e42e2d1956bab2ba45929e98b366f1ffa62b97015a2b2d41d0435a806508
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:466312eb95feb29aac2cba11ae6d4e0a8237d5af925bfbd5f6c4188708638da6,1,"[""TRAIN_Q581""]","[""swg21959444.txt""]","[""529a1be6653a88b0cb9870a10eae0e86ecb5822ee4f24a6104f67690aa8b5531""]",1,0,train,42,connected-component-lexicographic-milp-v1,0640337c75e725808073c67eae4fc3bd6e2e5b0080e0c72c77e5b2023f14b362
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:46cc7f00b58541c7b2625ebce6a53990c45f4a89e4e12361e9d7dbec19aa6fc5,1,"[""TRAIN_Q350""]","[""swg27044407.txt""]","[""5d829aa6c5ed1ad88977a43b0639f0a5c18d48abcb5f966100e14db241e1d7d2""]",1,0,train,42,connected-component-lexicographic-milp-v1,ba69b1a221d4271db17f3f718df624abd8428c75a3889e8db97ba106201b97d1
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:47b8a20b9c1f501885428c7a775b4190ee1d58f0cffc5d9a446c99da7dcbd83e,1,"[""TRAIN_Q367""]","[""swg21968549.txt""]","[""00bed479b4f1a846cf2ee7ed277eb39d96d17b2758bd7a1b4aacb5f5b4ff6b82""]",1,0,train,42,connected-component-lexicographic-milp-v1,d0e14a491e4796dbd0079d78d34f1f45273dd46999a0cebf48a7c11377aad782
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:4807dc13b3dc77372bc711bc27287081c82e0c3f097d9d77a4eb093c53b10dac,1,"[""TRAIN_Q409""]",[],"[""06e357ff2ffbb69b40486a8e8910b04a34ce6b524850b57762477e1f2fdc279a""]",0,1,train,42,connected-component-lexicographic-milp-v1,6717fd2178d8a1ba81cd0e32ce382fea6f0a1b1ab85611ab09605122475287b8
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:4816cd21763daf5220cc77cf2a2a234cf36553f7dba1ac968edcfd738ca5fd38,1,"[""TRAIN_Q063""]","[""swg24039235.txt""]","[""9c2fdb6cbaf7c5577966ba2838eeeceaaa1a00972d026fdd3f8b7c0e9419a458""]",1,0,validation,42,connected-component-lexicographic-milp-v1,d6f32a923e4e43b0da42cc71f8b1073d4246ad51f7dcfbf604ad15cc0e2e2208
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:493a7d739469b0330407ef48fb8410d0fac69c0edd16a5b485590be03a898bf8,1,"[""TRAIN_Q313""]",[],"[""8c9c17944beda99679529cb5156789dfcf924bb58d23dfe8f29e87b4d947221b""]",0,1,test,42,connected-component-lexicographic-milp-v1,40fd8228bc059a618b91340c953a28aa3580d74eb0181485ce03c330d3041b9f
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:4992112a0d5e6bf8b981cdb849ced4f7ef09eecf2750b7ab31748f09035acea0,1,"[""DEV_Q127""]",[],"[""1a80847585a4bd3db78afd058420601e9287b4c4702db89ed4d9a24dfa23844b""]",0,1,train,42,connected-component-lexicographic-milp-v1,8022a41a3b9d66f9438b99a9f393647b84e7983aafa5c9e65d83d8a834a81be5
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:499a344048f8717efa23ab15ffca8d7854b7507bda27a7998d4ff653d8a5af40,1,"[""TRAIN_Q538""]","[""swg21653030.txt""]","[""617d70cb4ae555ea4bdfa510a339cc89a1c9e656301c5da02632b846097bc6b8""]",1,0,train,42,connected-component-lexicographic-milp-v1,84129681613d0b1a23b39ebf62f78ec4387f365b21328ff274788eccb4360746
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:49b44cbdff2ee9d0a320533f178d72e37de90cdfc73f049a67306f5d2f01888d,1,"[""TRAIN_Q096""]",[],"[""082d0851cd905a79c9c9d4aa10a967621f756b6c19d0a2d5fd9f164cdf5826f5""]",0,1,train,42,connected-component-lexicographic-milp-v1,9f83e9b22b910ff7f8d63b4c129ac6452eff903c2a8056eae5ac91f85216242f
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:49b9ee3fe533ff716fe3e5537550edf6ddd34c4c3c67656dda0bf0056dd9c85c,1,"[""TRAIN_Q474""]",[],"[""98c153960743a825df947501840d78179c839685f4f8ac7b467fc6acafc12a23""]",0,1,train,42,connected-component-lexicographic-milp-v1,351955959677706e7a5f474fd70cf57df35450ef5e279c6029e8e07aedec6993
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:49f80ae7c8c02833feb80900b758a09f63e82555a86155f9cd93f35bb6b9c4a6,1,"[""DEV_Q116""]","[""swg27042065.txt""]","[""0e661d71dfe854b68d3a510830ec56b3a094206b7cb41885004eb64f22c50350""]",1,0,train,42,connected-component-lexicographic-milp-v1,058061d81181295868cf1c53c69d6fceef009ed0e8b412cf232d666d3f6fdeec
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:4a35bff536712974bd72188070fa3c2d7c7f7e40a4e922bd4478a8607a1440ab,1,"[""DEV_Q028""]","[""swg21975747.txt""]","[""02408059c4d0dc32e0a6f04ebdbe9cdbe4462c3ad4de72bc4b72ff4247e92197""]",1,0,train,42,connected-component-lexicographic-milp-v1,cc34d7e76f9c04e3b1f21fae8e7e2fed82cf4d246d57e72769cd188ea78eef67
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:4a36c5b987272d9012d38dd90efffca5074f5a50b374cd9c48714b27f1fd3a99,2,"[""DEV_Q098"",""TRAIN_Q302""]","[""swg22013955.txt""]","[""750881063d8147afe38398edf293932775295ea296a43b45cc0d404cdb06a3c2"",""769718695a321f34a16387b6d58fe8aa75ff5796d32cbda68d11be7a369ad60c""]",2,0,test,42,connected-component-lexicographic-milp-v1,d69ceb2b8df8b467307ab480c83df93c783800a5ac7adc71cc36ef08f39433bd
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:4a3ddc01cf87e81cb02e9b697a99379226cb8af059b34b8bf3160008db1b5d9f,2,"[""DEV_Q030"",""TRAIN_Q065""]","[""swg21636533.txt""]","[""24739f79dd6378baff2ba51b96235926622642474a530772bc9b66a72726cfae"",""5711646d9d2ffed075afde5f6396642a0cdd56713e041148f60faf9dff16a4f7""]",2,0,validation,42,connected-component-lexicographic-milp-v1,a2bdf5f8c508e113d364b3d2ccb2d393adf188fbd9f447f136e8bcf321e2bdd6
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:4a552b11979fde867041c09ddde8e55b7925818ea7449752eb1e08693b8f645f,1,"[""DEV_Q280""]",[],"[""0a92df2993c79fcaedf0f136cd35458b17992a05c58a0232151ff4b112a99c28""]",0,1,test,42,connected-component-lexicographic-milp-v1,36a143126333fcea0adb8b27277c5492b3e38c3bde566e1f8cbc63890c85f287
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:4a6aa1f7af5c15319f63f0658b8bc32ad209fd9713a6530ef9447e34ab034c3b,1,"[""TRAIN_Q074""]",[],"[""6fbf33d56ee12adbefc2712dad71f2447102ff5ff386492249dc47612365884e""]",0,1,train,42,connected-component-lexicographic-milp-v1,990f3c5c605f18609272d6b65f9655b49784f2d2ded082a9c4b22166227bbaf8
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:4a7092a00464ee37649debb5e5d1d3d9b01cfc59cc662840b7daa3cb05402458,1,"[""TRAIN_Q201""]","[""swg21365841.txt""]","[""a3e05955cfad59d581e6eacd24c30cd5acea33a3f2ab547c735d4a2841b7f003""]",1,0,train,42,connected-component-lexicographic-milp-v1,03bbf91a402d813bc05a581d0e5a4f95a0b1afb5badbee274c8b33aa67ebd957
phase01-data-v1,0b5bbc84b7f07d6d09d063130e90b716d8d4a32a,techqa-group:4b0663caddc8d3b910ef1ef87a20de2cfec63d791cc4c41793503c13b7701cbb,1,"[""TRAIN_Q565""]","[""swg21312967.txt""]","[""0e0f3773ec32a012576a7ab9b5e25324f58bc4ca1eaff16a88948062de162967""]",1,0,train,42,connected-component-lexicographic-milp-v1,2e112cc602bd6230895fe430f968b34fc1edc46489407ac99aeb6056162d4a9d
